,Model22,Model51,Model57,Model66,Model156,Model178,Model217,Model222,Model316,Model378,Model404,Model424,Model488,Model500,Model617,Model631,tr
168103,0.813191056,0.834776878,0.867396593,0.013549952,0.999759376,0.200318038,0.481224418,0.759018838,0.336604565,0.999797165,0.992758393,0.999476492,0.347540736,0.827646375,0.935769975,0.753163576,1
168132,0.978627503,0.844405353,0.64556247,0.001619179,0.992580891,0.965406358,0.964773715,0.697617531,0.791745424,0.741779625,0.920949757,0.731704354,0.971882999,0.758753896,0.983816266,0.694427073,1
168139,0.725182593,0.026633391,0.467780709,1.38E-05,0.522728145,0.264469177,0.603549421,0.207110554,0.659344435,0.999939322,0.244899124,0.184539944,0.179465964,0.358836621,0.199785888,0.332347423,0
168184,0.927793741,0.860827327,0.753362715,0.006299339,0.945759416,0.999623537,0.999752104,0.993946493,0.999976873,0.999624372,0.999456227,0.841818452,0.992282808,0.90293175,0.997978747,0.580172896,1
168197,0.223050863,0.10669598,0.470413744,0.528194189,0.993964851,0.19591558,0.393873513,0.207113028,0.206963733,0.275050879,0.156239197,0.184541136,0.179476321,0.412161261,0.216102242,0.329493821,1
168270,0.995300055,0.973053634,0.702305675,0.000142447,0.946308315,0.993640363,0.991342664,0.762302518,0.895905018,0.969931841,0.996048152,0.795783401,0.989679098,0.886959374,0.862234354,0.759193659,1
168285,0.153075814,0.952794015,0.669989049,0.000762367,0.962340117,0.169012174,0.540919662,0.207110256,0.406954467,0.999998331,0.994438648,0.982170582,0.970846057,0.78291136,0.389984936,0.744555175,0
168323,0.999991179,0.982174158,0.889731586,0.018003611,0.969861567,0.978771269,0.999825656,0.991563797,0.999567211,0.999441564,0.961830854,0.414706856,0.999938607,0.946115077,0.981159091,0.961917102,1
168383,0.943216801,0.952411354,0.862260282,0.004287235,0.961539149,0.916727543,0.991254926,0.989655972,0.99150908,0.999999166,0.999695659,0.966943264,0.965680063,0.9656654,0.928356171,0.808546901,1
168435,0.998349905,0.922347367,0.874328434,1.86E-06,0.996733785,0.900896847,0.315507859,0.917045951,0.999796331,0.999999762,0.987565994,0.999854803,0.96621424,0.883008182,0.352211297,0.914202034,1
168443,0.999996424,0.936294913,0.83900857,0.020386914,0.999129593,0.946394384,0.999935865,0.992904961,0.994430602,0.998936832,0.998686612,0.997300446,0.999706209,0.907006085,0.983118236,0.946522117,0
168449,0.894315422,0.820248246,0.467786789,0.085035473,0.968175352,0.944168746,0.829691529,0.337515801,0.872442484,0.999433219,0.829013348,0.997742295,0.991827011,0.607636452,0.985093176,0.330958754,0
168451,0.596196473,0.759293318,0.481857657,0.045660689,0.842451513,0.740545809,0.682398975,0.477294862,0.950328946,0.997324586,0.935417056,0.799911201,0.932682216,0.632148921,0.209733114,0.461831391,1
168456,0.895776927,0.888171732,0.571709514,0.011725378,0.806312382,0.663255572,0.981251717,0.740798295,0.95590812,0.953055441,0.840886474,0.241147265,0.920561552,0.566017866,0.843330562,0.686564445,1
168469,0.507620633,0.157769054,0.47715959,0.026955681,0.637509346,0.245432407,0.359066278,0.486371607,0.512051344,0.953578174,0.517842531,0.360445976,0.268260539,0.481637061,0.199791506,0.327028096,0
168547,0.892945826,0.922014296,0.520811737,0.014733514,0.437602192,0.301481634,0.743228436,0.622994065,0.999883652,0.999818027,0.991317511,0.997071981,0.962958097,0.897485435,0.985963702,0.723441124,1
168572,0.893693805,0.205599144,0.821194708,0.000620223,0.474407315,0.168855444,0.936937571,0.27926144,0.935489595,0.999998569,0.973674834,0.419970542,0.179444373,0.921835005,0.250058591,0.800855398,0
168599,0.153051138,0.010966784,0.520281434,0.007951494,0.172704384,0.16886133,0.136111543,0.207112864,0.206271172,0.965907454,0.155967996,0.184540257,0.179475114,0.488120586,0.577718139,0.464596659,1
168601,0.999842525,0.969001591,0.83480525,0.000136146,0.99963665,0.984309793,0.998614073,0.936000764,0.999946833,0.999894857,0.955778837,0.999998331,0.992974877,0.955661118,0.987616479,0.87731117,1
168619,0.978080928,0.92023325,0.761361778,0.078642592,0.999162793,0.912005544,0.985764563,0.86595434,0.929931283,0.997848988,0.997788072,0.993889451,0.799433053,0.829819024,0.960794687,0.837127507,1
168677,0.989367783,0.937362492,0.60205555,0.000134043,0.826998234,0.934152603,0.924759805,0.578351796,0.206988677,0.98786062,0.969611764,0.647659838,0.931893885,0.816955745,0.747220993,0.635307491,1
168689,0.315029562,0.221499726,0.4725357,0.02216417,0.454056859,0.289141536,0.39332521,0.416217029,0.581516206,0.937418103,0.347868711,0.264047772,0.240560055,0.356924206,0.239349782,0.341037691,0
168708,0.999927282,0.989248335,0.889307976,3.69E-05,0.958913505,0.981187105,0.999463022,0.996236026,0.999882936,0.99919194,0.925686717,0.686253428,0.999826849,0.921832442,0.960530102,0.957762837,1
168767,0.858712614,0.97350353,0.819164157,0.013348439,0.998383641,0.628279269,0.867128968,0.518144369,0.959939182,0.998786151,0.999841571,0.999607623,0.994472563,0.905026257,0.94677484,0.863487303,1
168793,0.99938035,0.118469976,0.648555219,3.88E-07,0.183712378,0.169012129,0.136163905,0.207111254,0.868654966,1,0.942482173,0.992584109,0.179471672,0.602212548,0.994083464,0.376486391,1
168803,0.642026305,0.765648484,0.473342866,0.006132053,0.287059784,0.566920578,0.825650692,0.40803355,0.657805145,0.987522542,0.958594978,0.184541151,0.84713757,0.458570927,0.50907439,0.348677456,1
168811,0.979938209,0.918407798,0.767252088,0.008253551,0.978747249,0.865346968,0.997576296,0.711681068,0.90158999,0.589071155,0.992211103,0.999547064,0.997950256,0.922815621,0.890247405,0.776441216,1
168816,0.99665302,0.868577898,0.774061382,0.000233196,0.793935776,0.952209771,0.997546971,0.911761999,0.990360618,0.999896884,0.65855962,0.866750956,0.980639637,0.868705809,0.859703183,0.850876272,1
168825,0.488513649,0.0973562,0.478271753,0.004690748,0.588298619,0.168969408,0.136109173,0.207117558,0.206968695,0.998446405,0.156222969,0.184541136,0.179455176,0.451790363,0.252044171,0.299922287,1
168830,0.815382361,0.892346263,0.819378495,0.025289517,0.939748406,0.84754318,0.988623857,0.987481833,0.982190132,0.99999702,0.994540751,0.529600978,0.965881705,0.879050434,0.99257642,0.806675553,1
168918,0.526946604,0.055490755,0.471702397,0.000301717,0.240692317,0.403881669,0.424955696,0.504330575,0.654064655,0.999438584,0.404552907,0.184540555,0.361551076,0.422491699,0.326857954,0.414127052,0
168921,0.153288066,0.000797816,0.480658948,0.019131962,0.172705263,0.168803662,0.13636218,0.207110211,0.209013522,0.253849417,0.156221241,0.184553117,0.179468796,0.356555551,0.199781641,0.363235354,0
168926,0.153052852,0.03051905,0.476459354,0.081535071,0.233510315,0.168941647,0.136116698,0.207110614,0.207358092,0.253558606,0.315154076,0.184540227,0.179476321,0.357116967,0.199785143,0.304710776,1
168936,0.876919091,0.920613289,0.514683187,0.001941158,0.834010363,0.498381257,0.539618969,0.727202117,0.820006371,0.962112606,0.8134408,0.647197127,0.473469198,0.622622848,0.656026602,0.622840166,0
168940,0.557240367,0.000466404,0.471669376,0.010230895,0.172705233,0.16881904,0.136366457,0.207112759,0.207551137,0.257764041,0.156226322,0.184551045,0.179471642,0.356666714,0.199785903,0.31704995,0
169046,0.721090198,0.614121974,0.468526572,0.019323686,0.962458909,0.337735057,0.541450202,0.622708142,0.954628825,0.993490696,0.413045466,0.184540272,0.390127748,0.537047327,0.677464068,0.501846671,0
169079,0.999999523,0.965149343,0.971904635,0.181534499,0.847902656,0.999643564,0.999997854,0.999565184,0.999956608,0.999931812,0.9981457,0.99980408,0.994365692,0.939855814,0.999928355,0.983363271,1
169111,0.852884769,0.911650836,0.528106987,0.007614768,0.750318706,0.459045142,0.674458683,0.727420807,0.797017992,0.952672839,0.715443075,0.696897089,0.593313694,0.654975116,0.715939403,0.655897439,1
169181,0.891410589,0.960916162,0.56144774,7.42E-06,0.997177601,0.169013023,0.991210461,0.848778009,0.944766998,0.999911189,0.922081292,0.513175607,0.312595159,0.647610962,0.537947059,0.668764293,1
169182,0.999957442,0.999328136,0.925439477,0.000862769,0.999989986,0.984695613,0.999599874,0.999935746,0.999998569,1,0.999999642,0.999999523,0.999866486,0.991179645,0.999999881,0.973719597,1
169204,0.850232124,0.995366573,0.954341769,0.025766006,0.985555768,0.975831747,0.998475492,0.957777083,0.989864528,0.999734819,0.999914527,0.999999523,0.998596132,0.978102624,0.999079585,0.925028324,1
169206,0.742832422,0.974280298,0.9182055,0.069075674,0.997206151,0.984533548,0.999458849,0.988178968,0.996501803,0.940987706,0.999495745,0.999992847,0.987920523,0.953255236,0.998510182,0.857385278,1
169207,0.153052092,0.082766525,0.48025918,0.081740856,0.997134924,0.837136209,0.451802045,0.216079071,0.206095606,0.990864336,0.231863007,0.673673093,0.906625211,0.357571334,0.708180487,0.331430942,1
169264,0.964809239,0.909230709,0.612990141,0.051513392,0.822372079,0.946151555,0.976701856,0.908436,0.869592249,0.999999285,0.948598146,0.184540018,0.976686597,0.690686226,0.986392438,0.436602354,1
169291,0.999994755,0.989004433,0.939502656,8.89E-05,0.99886477,0.997219086,0.999993324,0.994159937,0.999389768,1,0.999957442,0.999997258,0.999028087,0.974956214,0.990722656,0.987295568,1
169314,0.999858975,2.66E-05,0.521462023,1.12E-09,0.440305769,0.99857378,0.136113018,0.207103923,0.247249454,0.25515908,0.997347713,0.184540957,0.179431528,0.651376545,0.19977507,0.29965356,1
169370,0.973281801,0.251578897,0.491386235,0.004124396,0.856381357,0.855158567,0.465372741,0.317609668,0.656306028,0.999972105,0.543063939,0.688928366,0.994771421,0.715917528,0.452324748,0.521257937,1
169371,0.994206905,0.992471576,0.954974532,0.009477536,0.988917708,0.965628743,0.998071253,0.995726347,0.997067511,0.999809444,0.999518514,0.999913096,0.996865571,0.949098706,0.997786283,0.947753072,1
169436,0.925671577,0.960211217,0.471568704,0.003146455,0.806775987,0.169013873,0.777023673,0.835524321,0.352290034,0.992805302,0.897390306,0.184541136,0.266238272,0.450120211,0.704163969,0.479496509,1
169459,0.330414683,0.131771013,0.512824774,0.033904541,0.997159004,0.561040044,0.492906451,0.332750589,0.927193224,0.93365705,0.157335177,0.991822898,0.348383993,0.762983739,0.199791104,0.383471459,1
169460,0.329681486,0.140993819,0.615025282,0.000129919,0.795873463,0.267291009,0.551527977,0.437347442,0.8211869,0.275050879,0.660152495,0.184541136,0.497593343,0.781243563,0.714078963,0.612478673,1
169477,0.153052106,0.115184098,0.473436683,0.002234954,0.867356598,0.372380406,0.354226559,0.313274145,0.865841031,0.996547043,0.52299881,0.433404028,0.558826983,0.541917861,0.750801444,0.480593413,1
169607,0.57762295,0.018664323,0.639482379,1.14E-07,0.17270349,0.169014141,0.882366776,0.207110465,0.242573887,1,0.681069553,0.184541032,0.816574216,0.396572649,0.238901496,0.698160887,0
169616,0.613313437,0.040722966,0.473702967,0.000639088,0.192937359,0.380652219,0.169097304,0.434001416,0.478500873,0.998981535,0.358575583,0.184540719,0.276907414,0.447514415,0.274062097,0.370375365,1
169617,0.999126375,0.999543309,0.714830577,0.003682181,0.733022034,0.998084307,0.999834418,0.957427442,0.999999523,0.999732196,0.998077273,0.997401834,0.999899745,0.865410984,0.974103689,0.979617298,0
169623,0.971744776,0.968436658,0.621360302,0.000543508,0.226213723,0.89211458,0.978111625,0.703841209,0.400964469,0.999183118,0.997042716,0.219073147,0.784209847,0.35645932,0.95062834,0.743549764,0
169632,0.837191761,0.979786754,0.477858245,0.40807882,0.654175043,0.910302937,0.839043736,0.820059776,0.96277827,0.978677511,0.988654375,0.471462458,0.959954977,0.818186879,0.982466936,0.744853377,1
169641,0.999999881,0.997787237,0.983783424,0.000602814,0.999999046,0.999990225,1,0.999982476,1,0.978954911,0.999999762,0.999927044,1,0.994410098,0.999996781,0.99752301,1
169642,0.970464647,0.928955734,0.470099598,0.002310872,0.967559457,0.95884794,0.997541189,0.952716112,0.996754944,0.99262917,0.963313699,0.347424209,0.434984207,0.502882242,0.961804211,0.466703027,1
169645,0.87892729,0.340815425,0.473440886,0.000258132,0.948767006,0.169285849,0.982125998,0.337871343,0.947955489,0.999997377,0.861396372,0.516965985,0.996326864,0.620173216,0.976587832,0.409006715,1
169699,0.999928951,0.971489727,0.833133698,0.000354149,0.990198731,0.635655344,0.998527884,0.907538235,0.590077043,0.999999881,0.966046631,0.991515994,0.99974829,0.899845958,0.760454774,0.888899624,0
169711,0.999997854,0.993990302,0.749191165,0.147921458,0.988211215,0.943979859,0.994261265,0.999956608,0.998877108,0.993358314,1,0.670905948,0.999996543,0.976966202,0.999997139,0.970845699,1
169714,0.864040256,0.050116155,0.483844936,0.000162264,0.816997349,0.494966805,0.618347824,0.207112759,0.881258667,0.971662939,0.621446133,0.492976815,0.441927105,0.356870711,0.45956257,0.299654365,1
169716,0.999997139,0.974048376,0.738932908,0.118203364,0.766964436,0.294478774,0.999869823,0.97432363,0.990780413,0.847692549,0.955536067,0.999928355,0.699839771,0.966571569,0.835898101,0.929770291,1
169723,0.771187127,0.211846307,0.471746832,0.075792953,0.172703192,0.169012204,0.204575479,0.207113132,0.21235764,0.699225664,0.174543723,0.184541136,0.179475784,0.356622934,0.199791551,0.331807733,1
169746,0.948851287,0.984413505,0.697802186,0.054409079,0.207108036,0.246103957,0.91793412,0.996941984,0.962489486,0.999996781,0.99053663,0.600652933,0.728629827,0.82309854,0.280000061,0.703598678,1
169860,0.665883005,0.036932487,0.686158955,0.002827231,0.897218883,0.169003248,0.202570409,0.207110211,0.237934008,0.999995351,0.245956078,0.184540391,0.935074151,0.512967408,0.20163469,0.625720799,1
169879,0.452216655,0.117124595,0.483765423,0.122762606,0.172705188,0.58145541,0.136128053,0.739585698,0.944589555,0.346341223,0.208442464,0.313038439,0.17947869,0.357448518,0.199793532,0.327706307,1
169884,0.486388117,0.895068407,0.8238675,0.000231944,0.997282863,0.202204093,0.136109099,0.947134137,0.501713812,0.953674853,0.997663498,0.184540153,0.869812131,0.819466949,0.444798887,0.872708559,0
169936,0.642197788,0.623730481,0.469444931,0.00013309,0.731628239,0.409855276,0.937261105,0.833384931,0.959126413,0.998106003,0.93682164,0.203312382,0.802284122,0.58012265,0.687757254,0.366902202,1
169976,0.985281885,0.336433709,0.670537531,2.37E-06,0.51009059,0.168954179,0.399056166,0.374290943,0.783394814,0.816004217,0.632724881,0.18454124,0.299486011,0.797382236,0.370729923,0.473610878,1
170077,0.734299898,0.941843033,0.48616901,0.004458985,0.772836626,0.775406897,0.357253551,0.700264096,0.82709676,0.9437446,0.945002437,0.658322215,0.565350771,0.638730943,0.780387044,0.635958374,0
170087,0.992637396,0.979534268,0.597690284,0.000484777,0.300673664,0.696043253,0.982597888,0.84531945,0.99988544,0.999997258,0.998834789,0.481885999,0.995874941,0.898772597,0.747820079,0.502590179,1
170106,0.96253556,0.875317812,0.479606539,4.37E-06,0.972073138,0.792140186,0.935595453,0.830516875,0.963437974,0.936603963,0.918500364,0.729069114,0.62517786,0.754573822,0.712658465,0.528430521,1
170112,0.990500927,0.753220677,0.91151166,0.191868097,0.999947429,0.868109405,0.979180932,0.992884159,0.99991715,0.999954939,0.986726284,0.996938944,0.96647495,0.980623126,0.998737395,0.935455024,1
170132,0.423077524,0.407435149,0.47798723,2.11E-06,0.291096568,0.352946192,0.405451626,0.627280951,0.974287868,0.642320573,0.728767872,0.502198577,0.179457873,0.431901127,0.506488323,0.346892685,0
170176,0.153051227,0.034396984,0.477569044,3.07E-08,0.899335265,0.168896779,0.237226844,0.207111582,0.638289034,0.999054372,0.22618714,0.279260516,0.179447412,0.357554704,0.199787304,0.330409467,1
170178,0.972475171,0.910063028,0.535525143,0.00174715,0.91076529,0.886720002,0.964932084,0.661959469,0.973808229,0.989934146,0.980460942,0.900022566,0.949792802,0.410719395,0.199784875,0.678633213,1
170185,0.958053827,0.995981336,0.802854359,0.000891999,0.951920629,0.995174825,0.903041899,0.797939301,0.999415755,1,0.944747746,0.987367034,0.931151092,0.844359338,0.91232425,0.809081554,1
170192,0.999333322,0.999649763,0.774182141,2.63E-05,0.993935883,0.999874949,0.999963641,0.999840021,0.999999642,1,0.999907255,0.999108732,0.999980211,0.959701061,0.992031097,0.928617716,1
170234,0.369083017,0.097405449,0.514489472,0.683613598,0.974439859,0.169010207,0.136109769,0.606028676,0.206928045,0.275050879,0.198626593,0.190576404,0.179478064,0.527737916,0.199792027,0.328520179,0
170239,0.999988437,0.906517446,0.807077348,0.771441817,0.998221695,0.982230723,0.998039186,0.974721611,0.999998927,0.840466499,0.99423027,0.999998689,0.894278824,0.953902602,0.99628973,0.925907671,1
170298,0.878795624,0.966395557,0.524505496,0.015643472,0.967403054,0.821219742,0.998464465,0.872278094,0.995104074,0.946341872,0.9965868,0.625686526,0.983766437,0.859757304,0.19979009,0.790894985,1
170303,0.989617765,0.982093751,0.492962271,0.026500447,0.994516313,0.168818623,0.834191144,0.207110554,0.252926707,0.998450518,0.613151968,0.605692267,0.442786515,0.357585222,0.199783772,0.299654216,1
170305,0.993515253,0.663426042,0.526882887,0.002966579,0.697458386,0.786883593,0.997163475,0.897347271,0.996905863,0.348523259,0.963785291,0.597275734,0.999598205,0.704154551,0.853798926,0.516007423,1
170306,0.989442706,0.682849824,0.783669829,0.000136258,0.951876104,0.993560433,0.457911402,0.207110509,0.982491553,0.999991655,0.980286062,0.998682916,0.980771363,0.751711726,0.64822495,0.762859225,1
170319,0.157762289,0.001845747,0.521807373,9.14E-09,0.172647536,0.90679878,0.136115491,0.207093641,0.206631333,0.487590641,0.153886095,0.184540838,0.262517214,0.358523041,0.199771836,0.29965359,1
170324,0.993515253,0.663426042,0.526882887,0.002966579,0.697458386,0.786883593,0.997163475,0.897347271,0.996905863,0.348523259,0.963785291,0.597275734,0.999598205,0.704154551,0.853798926,0.516007423,1
170333,0.153054297,0.885760605,0.553479612,0.030814158,0.946146667,0.309054106,0.191276163,0.33783868,0.482265741,0.275050879,0.64279139,0.963543952,0.35284707,0.785368979,0.471556604,0.601319611,1
170335,0.998428881,0.135702714,0.833132684,0.015346422,0.935401618,0.77035284,0.770970225,0.960034728,0.99923408,0.896037579,0.887053549,0.458445728,0.99450016,0.884967983,0.944234669,0.816569686,1
